CPF,Nome Completo,Profissão,Trabalha com Carteira Assinada,Idade,Localização,Renda Mensal,Estado Civil,Número de Dependentes,Score de Crédito,Inadimplência Anterior,Valor Total do Crédito em Aberto,Tipo de Crédito Utilizado Anteriormente,Valor da Compra a Crédito,Número de Parcelas,Taxa de Juros Mensal (%),Taxa de Juros Anual (%),Percentual de Entrada (%),Valor da Entrada,Compra com Entrada,Tipo de Produto ou Serviço Adquirido,Data da Compra,Data de Entrega,Data da Última Compra,Data da Próxima Parcela,Número de Compras a Crédito Anteriores,Montante Total Já Financiado,Percentual de Comprometimento de Renda (%),Status do Pagamento Atual,Canal de Aquisição,Comentários e Histórico de Interações
506.139.248-51,Maria Clara Fernandes,Infectologista,True,34,Dias do Oeste,11274,Solteiro,4,460,True,37499.01,Pessoal,40124.47,12,2.59,20.43,20,7611.68,False,Móveis,2022-10-30,2024-11-21,2022-10-03,2024-12-07,4,18079.56,24.54,Em dia,Online,Quibusdam enim quia reprehenderit nemo quas nemo in recusandae rem voluptatum.
624.310.895-33,Isabel Moreira,Porteiro,True,29,Jesus,18549,Casado,2,631,False,5965.8,Pessoal,17885.92,12,0.84,18.27,40,6383.71,True,Eletrodomésticos,2022-01-17,2024-11-19,2022-08-27,2024-11-27,2,65636.04,37.46,Renegociado,Presencial,Sit debitis eveniet quis fugiat a doloremque.
430.567.928-00,Marina Costa,Estilista,False,30,Pereira,19856,Solteiro,2,361,False,20720.85,Pessoal,39543.31,24,2.73,32.23,10,8569.3,True,Móveis,2023-01-24,2024-11-08,2021-07-30,2024-12-30,9,95026.87,34.51,Atrasado,Online,Consequuntur fugit qui error consectetur laborum.
635.820.197-21,Ana Clara Rocha,Tecelão,False,25,Dias do Oeste,6404,Casado,0,400,False,24418.9,Veículo,34192.66,6,1.48,23.57,40,3017.29,False,Eletrônicos,2023-05-24,2024-11-16,2023-06-12,2024-12-18,14,60630.42,33.99,Em dia,Telefone,Tenetur ab tenetur maxime aliquid unde amet dolores id dolores repudiandae fuga consectetur.
486.927.531-73,Marcela Santos,Engenheiro civil,True,41,Araújo Grande,14414,Casado,1,390,False,14560.03,Pessoal,23400.27,6,2.43,14.87,20,9272.97,False,Ferramentas,2022-03-22,2024-11-12,2024-05-27,2024-11-07,3,6088.55,17.73,Em dia,Online,Suscipit assumenda odio eaque ab molestias blanditiis similique nesciunt nihil voluptates animi.
367.124.985-46,Davi Luiz Freitas,Peixeiro,True,39,Costa de Nascimento,17074,Divorciado,1,341,False,42762.99,Parcelamento em Loja,43558.37,24,1.08,26.8,40,729.28,False,Ferramentas,2024-05-22,2024-11-28,2024-03-23,2024-12-22,12,59940.87,49.38,Atrasado,Presencial,Odit corporis consequatur non excepturi porro quisquam itaque fuga.
956.810.734-75,Srta. Evelyn Barbosa,Engenheiro físico,True,61,Pires,16781,Viúvo,2,563,False,24717.91,Parcelamento em Loja,24603.33,36,2.48,8.69,40,7619.16,False,Eletrônicos,2023-05-29,2024-11-08,2022-09-27,2025-01-01,1,74675.11,33.81,Renegociado,Online,Possimus facilis similique nemo repudiandae voluptas aliquam numquam modi aliquam sint.
136.724.089-13,Ana Carolina da Mota,Fundidor,True,33,Nascimento,11614,Solteiro,1,499,False,19154.75,Pessoal,35860.03,6,2.27,16.15,10,8217.7,True,Eletrodomésticos,2023-10-14,2024-11-20,2022-01-12,2024-12-27,17,51823.76,21.22,Renegociado,Presencial,Expedita repellendus laudantium eos eum repellat voluptatem nihil consequatur eum quia.
012.346.958-98,Sra. Luna Teixeira,Timoneiro,True,61,Porto,18285,Solteiro,0,511,False,36863.3,Pessoal,41459.98,48,1.28,28.65,20,4630.71,False,Ferramentas,2023-11-08,2024-11-07,2022-03-10,2024-12-16,15,11450.78,12.55,Renegociado,Online,Eligendi eligendi eveniet maiores commodi accusamus natus quaerat nisi expedita expedita distinctio suscipit.
351.409.627-99,Ana Julia da Cunha,Pintor,True,22,Nunes de da Paz,16392,Divorciado,4,356,False,30995.01,Imobiliário,40870.39,12,1.06,16.93,10,7997.87,True,Ferramentas,2024-02-28,2024-11-26,2021-12-14,2024-12-14,8,30714.29,37.3,Em dia,Online,Quis id illo sint nisi placeat corrupti laudantium libero.
902.536.841-70,Sophia Silva,Ortopedista,False,25,Nascimento,14985,Casado,0,844,True,44696.07,Imobiliário,40242.41,12,2.46,7.7,0,5571.71,True,Eletrônicos,2022-07-17,2024-11-24,2023-06-04,2024-11-16,20,44500.79,16.89,Renegociado,Online,Praesentium fugit doloremque repellat aut in consequuntur molestiae adipisci ab.
309.418.267-40,Maria Eduarda Nogueira,Cadista,True,28,Carvalho,5343,Divorciado,2,798,False,7640.6,Pessoal,15366.22,24,2.64,11.34,40,6150.28,True,Eletrônicos,2023-06-07,2024-11-25,2021-10-03,2024-12-19,19,39525.16,12.31,Renegociado,Telefone,Sint culpa in ullam accusamus deserunt reiciendis aperiam magnam ad fugiat.
214.639.580-05,Maria Fogaça,Assistente administrativo,True,51,Santos,10565,Casado,3,370,False,2294.72,Imobiliário,6594.92,36,2.92,17.97,30,7796.32,True,Eletrodomésticos,2024-08-24,2024-11-12,2024-10-13,2024-12-21,6,84320.08,31.12,Atrasado,Presencial,Perspiciatis architecto dolorem quas veritatis incidunt repellat et.
801.942.573-04,Diego Almeida,Gourmet,False,40,da Cruz,4348,Viúvo,0,628,True,46347.38,Pessoal,26338.2,36,2.76,13.34,10,9317.03,True,Eletrodomésticos,2023-06-04,2024-11-25,2023-12-19,2024-11-10,16,36838.84,27.81,Renegociado,Presencial,Expedita ipsam aperiam consectetur ducimus asperiores.
397.840.251-32,Murilo da Rosa,Letrista,True,43,Costa,6517,Divorciado,4,690,False,36664.05,Parcelamento em Loja,26902.88,36,1.58,22.85,40,127.69,True,Ferramentas,2024-03-09,2024-11-27,2024-03-29,2024-12-14,14,76922.95,26.32,Atrasado,Online,Nihil esse necessitatibus animi fugiat eaque quia distinctio perspiciatis.
819.425.067-67,Pietra Alves,Transcritor,True,31,Moraes de Lopes,15506,Casado,4,695,True,9725.99,Veículo,17550.78,12,2.04,28.6,10,3334.08,False,Móveis,2024-02-23,2024-11-06,2024-02-16,2024-12-23,2,31281.0,31.18,Atrasado,Presencial,Possimus voluptates iusto amet quam commodi ut aspernatur officia minima.
847.396.152-82,Laís Santos,Salgadeira,True,30,da Mota do Oeste,14245,Viúvo,1,365,False,36631.25,Pessoal,42754.1,24,2.58,10.12,0,8963.96,False,Eletrônicos,2022-06-19,2024-11-21,2024-05-26,2024-11-27,15,27495.06,41.66,Em dia,Telefone,Minus ipsa quia error quaerat neque inventore harum commodi doloremque sunt quae libero.
709.826.354-00,Dra. Marcela Ferreira,Oceanógrafo,True,41,Santos,17555,Viúvo,3,360,True,24445.18,Pessoal,21465.0,36,2.45,31.93,40,3570.9,True,Eletrônicos,2023-03-18,2024-11-22,2020-12-06,2024-12-14,5,49304.0,13.23,Renegociado,Telefone,Perferendis itaque molestias ab placeat aliquid delectus doloribus quia laboriosam labore quasi molestiae doloribus.
356.248.071-71,Enzo Gabriel Gonçalves,Entalhador,True,27,Rocha Paulista,16937,Casado,4,682,False,46705.83,Imobiliário,23023.17,24,1.08,27.45,40,7226.09,True,Eletrônicos,2024-07-25,2024-11-10,2021-09-05,2024-12-25,2,47195.7,19.14,Renegociado,Telefone,Rem aut delectus ad facere laborum.
341.952.086-70,Sra. Maria Clara Costa,Baixista,True,46,Ramos,11122,Solteiro,3,334,False,45662.07,Veículo,47233.21,6,2.16,7.76,0,4500.89,True,Eletrodomésticos,2023-04-27,2024-11-19,2022-07-28,2024-11-19,3,51223.98,18.0,Em dia,Online,Deleniti repellendus porro nobis laboriosam ratione consequatur natus.
758.142.690-49,Enzo Gabriel Barbosa,Designer de produto ou desenhista industrial,False,65,Almeida,17775,Viúvo,1,472,True,36228.46,Imobiliário,8747.73,6,2.63,12.59,30,3259.73,True,Eletrodomésticos,2023-07-30,2024-11-16,2022-02-07,2024-11-06,2,55302.51,36.12,Atrasado,Online,Enim aliquam sit ullam eum quis repellendus vel tempore itaque nulla.
738.512.604-90,Eduarda Gonçalves,Cientista político,True,24,Peixoto das Flores,14252,Viúvo,1,516,False,7712.25,Pessoal,26645.25,6,2.75,27.87,0,2382.98,True,Ferramentas,2022-08-02,2024-11-28,2022-06-11,2024-12-10,17,18623.73,48.31,Renegociado,Presencial,Officiis ea ipsa ullam numquam quae dolore modi excepturi consequuntur consequatur placeat accusantium.
352.608.471-80,Pedro Miguel da Conceição,Peão de rodeiro,False,36,Moraes,4806,Viúvo,1,561,True,37966.07,Parcelamento em Loja,11266.24,36,1.92,30.04,40,4654.41,False,Móveis,2024-04-24,2024-11-28,2024-02-18,2024-11-05,4,9399.77,41.65,Renegociado,Telefone,Dolorum voluptatibus aperiam nulla dolorem reiciendis maiores.
908.632.415-06,Daniel Fogaça,Empregado doméstico,False,34,Lima de Minas,9532,Casado,0,368,False,15062.21,Imobiliário,33614.95,36,1.39,7.22,20,6826.95,True,Eletrodomésticos,2023-07-22,2024-11-24,2023-02-14,2024-12-11,15,96246.02,33.17,Atrasado,Telefone,Consequuntur vero libero architecto nihil corrupti non reiciendis laboriosam.
724.319.506-70,Pedro Farias,Filósofo,False,53,Jesus de Goiás,17301,Solteiro,4,552,False,36258.89,Pessoal,10972.65,12,2.77,21.62,40,8080.81,True,Móveis,2023-06-06,2024-12-03,2022-10-28,2024-12-27,6,50670.86,14.56,Em dia,Online,Similique eveniet eaque exercitationem tempore animi unde eum necessitatibus non.
780.423.169-50,Luiz Otávio Correia,Prático,True,20,Nogueira,17099,Viúvo,4,604,False,18399.81,Imobiliário,6994.69,36,2.23,15.26,10,7455.98,False,Eletrodomésticos,2023-11-01,2024-11-15,2024-10-15,2024-11-18,5,90752.31,46.59,Atrasado,Presencial,Dicta vero commodi a rerum ratione.
875.906.134-01,Pietro Monteiro,Diplomata,True,36,Aragão de Freitas,19014,Divorciado,2,466,True,28963.37,Imobiliário,29535.57,12,0.93,21.94,20,8182.18,True,Eletrodomésticos,2023-04-28,2024-11-24,2021-03-26,2024-11-13,18,55944.07,42.0,Em dia,Presencial,Distinctio culpa quo inventore numquam quod totam laudantium iusto.
594.172.638-46,Maria Moura,Cartunista,True,26,Barbosa Grande,14530,Divorciado,1,848,True,31404.15,Imobiliário,30188.72,48,1.57,23.28,40,9819.81,False,Ferramentas,2023-02-02,2024-11-25,2024-07-25,2024-11-21,2,21289.53,32.55,Atrasado,Telefone,Dignissimos asperiores suscipit magni vero veritatis illo error.
958.137.642-91,Sr. Thales Vieira,Instrutor,True,64,da Luz,2737,Divorciado,4,502,True,39502.86,Veículo,23243.33,48,1.22,35.26,0,4173.4,False,Móveis,2022-06-22,2024-11-16,2023-04-27,2024-11-22,16,98564.08,18.34,Atrasado,Telefone,Adipisci rem a nam amet fugiat alias nostrum cumque magnam esse occaecati.
564.317.920-25,Thiago Cunha,Viveirista,False,50,Costela,8983,Casado,2,490,False,13291.66,Pessoal,1864.9,12,2.45,8.08,20,2262.43,True,Eletrodomésticos,2024-09-14,2024-11-18,2021-05-03,2024-11-26,4,42331.72,49.8,Em dia,Telefone,Quas alias labore provident quas consequatur libero.
143.875.902-97,Mariana Gonçalves,Cirurgião bucal,True,35,Cunha,9576,Casado,4,567,False,25476.29,Pessoal,29915.7,48,1.02,14.99,40,3616.64,True,Eletrônicos,2023-12-13,2024-11-16,2024-03-26,2024-12-08,19,70352.31,44.45,Em dia,Online,Perferendis sit labore quis magni incidunt.
702.361.945-34,Sr. Pedro Lucas Alves,Apicultor,False,67,Azevedo de Caldeira,5878,Viúvo,3,674,False,36461.41,Pessoal,43516.49,6,0.66,20.8,10,5738.98,True,Ferramentas,2024-09-19,2024-12-04,2023-10-19,2024-12-06,13,71248.47,42.9,Atrasado,Presencial,Consequuntur necessitatibus a unde rerum accusamus aliquam provident deleniti magni voluptatem.
480.371.569-66,Sr. Thomas Freitas,Endocrinologista,True,70,Gonçalves,1906,Divorciado,4,380,False,4933.48,Parcelamento em Loja,45750.58,36,1.32,26.16,30,323.5,False,Ferramentas,2024-02-25,2024-11-13,2021-05-20,2024-11-20,1,15717.41,43.06,Em dia,Presencial,Sunt recusandae veniam quas eligendi ipsum et laborum nesciunt autem unde.
719.526.483-19,Fernando Aragão,Tintureiro,True,26,Peixoto da Serra,13912,Solteiro,4,770,False,12672.66,Imobiliário,36244.21,48,1.53,26.1,10,450.63,True,Móveis,2023-07-31,2024-11-21,2024-09-04,2024-11-13,13,72238.05,44.62,Atrasado,Presencial,Praesentium necessitatibus laborum nemo molestiae eius voluptatum ratione ducimus totam magni alias qui.
506.824.197-02,Mirella Cavalcanti,Mecânico,True,23,da Luz da Serra,9353,Viúvo,0,385,False,32581.94,Pessoal,48549.03,48,0.8,15.44,10,6522.86,True,Eletrodomésticos,2023-05-18,2024-11-12,2021-01-27,2024-12-13,1,49179.88,22.99,Renegociado,Telefone,Repellendus accusamus eligendi praesentium optio corporis impedit sit eos consectetur.
458.793.601-48,Dra. Olivia Nascimento,Tapeceiro,False,61,da Mata,3434,Viúvo,1,763,False,49485.28,Pessoal,20694.09,24,1.27,8.72,10,1866.88,False,Ferramentas,2023-09-06,2024-12-04,2021-10-27,2024-12-10,2,74004.87,26.52,Renegociado,Presencial,Voluptate ducimus fugit consectetur culpa molestias provident sunt.
947.516.283-64,Eloah Vieira,Metalúrgico,True,68,Correia da Serra,13722,Viúvo,3,497,False,26386.06,Parcelamento em Loja,20244.32,12,2.63,21.23,10,7673.63,False,Móveis,2022-03-19,2024-11-20,2023-12-24,2024-11-06,17,56704.81,49.23,Renegociado,Telefone,Optio tenetur eveniet enim ut dolorem.
192.786.435-64,Leonardo das Neves,Capelão,True,33,Sales,17373,Viúvo,3,391,False,25442.11,Veículo,28433.7,36,1.0,35.92,40,6870.99,True,Móveis,2024-05-28,2024-12-03,2023-10-28,2024-12-07,6,75227.91,34.89,Atrasado,Presencial,A asperiores placeat ipsa praesentium ullam.
469.327.810-69,Dr. Emanuel Novaes,Agrimensor,False,32,Lima,7061,Divorciado,0,554,False,18512.45,Veículo,25233.19,12,0.59,27.02,0,2391.19,True,Ferramentas,2022-12-03,2024-11-23,2023-02-11,2024-12-27,18,31119.14,12.92,Renegociado,Presencial,Consequuntur deserunt nihil minus totam vel error repudiandae.
209.517.834-32,Levi Dias,Optometrista,True,57,Moura Paulista,8067,Viúvo,3,410,True,7575.8,Veículo,12120.6,6,2.16,24.31,30,494.12,True,Ferramentas,2022-06-06,2024-11-09,2024-06-28,2024-12-18,13,68431.98,16.06,Atrasado,Telefone,Exercitationem quaerat quia possimus aperiam maiores magnam consequuntur.
618.034.957-66,Dra. Larissa Moura,Angiologista,True,68,Araújo do Sul,6936,Solteiro,0,798,True,48710.99,Parcelamento em Loja,5643.22,48,1.77,9.1,10,3652.16,False,Eletrodomésticos,2023-04-05,2024-11-09,2021-04-29,2024-11-15,6,17457.51,18.48,Em dia,Presencial,Dignissimos minima molestias laboriosam ex molestias sed.
819.247.065-20,Lucca Carvalho,Engenheiro mecânico,True,41,Araújo do Amparo,3660,Casado,1,750,True,24895.24,Veículo,8087.0,6,2.18,20.04,0,3826.46,False,Eletrodomésticos,2023-05-16,2024-11-08,2023-03-25,2024-11-30,4,29660.52,14.48,Em dia,Telefone,Harum amet possimus voluptates dicta quam.
438.527.106-26,Carolina Ramos,Engraxate,False,34,da Conceição,17107,Solteiro,3,442,False,16521.55,Parcelamento em Loja,4466.52,48,0.65,11.95,20,8779.42,True,Móveis,2024-08-03,2024-11-08,2022-11-19,2024-12-14,8,30471.36,29.33,Atrasado,Telefone,Odit id iusto voluptatem nobis voluptas voluptas hic quidem eveniet incidunt ipsam earum.
095.623.471-25,Davi da Mota,Protesista,True,27,Barbosa da Prata,4697,Casado,2,830,False,44244.15,Veículo,8670.75,48,1.1,24.18,30,2143.19,True,Ferramentas,2023-10-30,2024-11-05,2022-07-11,2024-12-30,15,82066.24,33.92,Renegociado,Telefone,Deserunt perspiciatis dolores a numquam ullam culpa hic blanditiis saepe.
872.541.396-19,Luiza da Mata,Jogador de futebol,False,48,Souza da Serra,8685,Viúvo,1,328,False,16113.79,Parcelamento em Loja,6038.51,48,1.85,22.33,30,322.27,False,Móveis,2023-10-06,2024-11-12,2024-09-17,2024-11-19,18,80838.4,42.2,Atrasado,Online,Nemo consequuntur assumenda id ab in.
894.237.105-14,Esther Aragão,Ferramenteiro,False,48,Castro,5836,Divorciado,2,585,False,12716.09,Veículo,27666.63,36,2.26,11.71,0,8250.68,False,Móveis,2024-02-20,2024-12-01,2023-08-11,2024-11-12,10,75953.57,19.54,Em dia,Presencial,Tempore quasi placeat illo eius libero unde veniam eum quibusdam.
456.217.039-52,Davi Lucca da Luz,Baterista,True,33,Monteiro,19064,Solteiro,0,588,False,12728.75,Parcelamento em Loja,12596.87,6,1.63,34.17,30,7500.66,False,Eletrodomésticos,2024-09-26,2024-11-25,2023-04-26,2024-12-25,18,48867.72,48.3,Renegociado,Telefone,Suscipit explicabo voluptatibus cupiditate iusto earum ab harum ipsum maxime.
547.803.619-66,Nina da Mota,Astrólogo,False,41,Carvalho,6382,Casado,3,701,False,5370.87,Pessoal,16931.95,36,1.4,16.49,20,1104.02,False,Eletrônicos,2022-07-18,2024-11-28,2023-11-16,2024-11-21,4,87051.35,25.43,Atrasado,Online,Repellat sequi enim animi architecto fugit ducimus autem cupiditate ducimus esse.
643.908.251-51,Danilo Cardoso,Enólogo,True,49,Campos do Campo,17156,Viúvo,0,619,False,28815.95,Pessoal,36682.27,12,2.53,6.47,10,6870.84,True,Eletrônicos,2022-01-10,2024-11-09,2023-12-25,2024-11-12,11,21018.03,17.38,Atrasado,Telefone,Quo nihil iusto eos corporis sed.
869.173.405-10,Elisa Ramos,Relações públicas,True,47,Rezende de Peixoto,8836,Solteiro,0,641,False,2593.81,Veículo,24731.18,48,1.2,24.62,30,8811.85,True,Móveis,2023-04-22,2024-11-12,2024-04-26,2024-12-30,20,90624.19,41.31,Atrasado,Telefone,Dicta illo modi incidunt maiores doloremque et iusto.
163.482.579-91,Juliana Castro,Jogador de futebol,False,19,Cunha de Almeida,1850,Casado,1,343,False,24269.96,Pessoal,11887.51,12,1.14,12.76,30,6146.8,False,Ferramentas,2023-12-31,2024-11-07,2021-06-03,2024-11-18,15,64182.52,19.75,Renegociado,Online,Quas iste vero illum aliquid numquam.
631.792.045-16,Dra. Beatriz Alves,Operador de bombas,True,19,Ribeiro do Amparo,11004,Solteiro,3,785,True,26223.3,Pessoal,42892.24,6,2.59,25.45,20,4545.14,True,Eletrônicos,2024-07-03,2024-11-05,2021-01-26,2024-12-06,14,63088.16,27.13,Atrasado,Presencial,Culpa distinctio officia aperiam aliquid possimus quasi molestiae quasi.
974.583.160-39,Ana Luiza Nascimento,Agente penitenciário,True,58,Costela Alegre,8490,Divorciado,2,341,False,14108.59,Parcelamento em Loja,39294.06,6,2.42,33.46,20,9694.4,False,Eletrônicos,2022-06-18,2024-11-27,2023-01-18,2024-12-30,17,24806.08,17.27,Em dia,Presencial,Adipisci non sit quia distinctio pariatur accusamus quo.
208.179.456-01,Alexia Correia,Jogador de bocha,True,69,Castro do Amparo,19267,Solteiro,0,310,False,44417.93,Pessoal,17258.36,6,0.73,25.3,10,4409.93,True,Eletrodomésticos,2024-05-23,2024-11-13,2021-08-11,2024-12-13,15,76847.11,48.06,Em dia,Presencial,Reprehenderit labore laborum sapiente reprehenderit nemo.
031.798.642-22,Vitor Hugo Barbosa,Jogador de futebol,False,41,da Paz de Costela,16402,Divorciado,4,305,False,29470.65,Pessoal,39757.96,6,1.52,28.72,20,198.22,True,Móveis,2023-04-19,2024-11-06,2023-02-20,2024-12-19,19,81692.38,34.82,Em dia,Telefone,Consequatur earum voluptatibus nam autem facere non minima error totam iure explicabo.
475.380.296-56,Felipe Cardoso,Médico cirurgião,True,39,Silva,16378,Viúvo,0,691,False,15615.08,Imobiliário,36506.2,12,0.94,26.02,30,150.01,True,Eletrodomésticos,2024-02-22,2024-11-11,2024-07-27,2025-01-01,18,51646.07,18.85,Atrasado,Presencial,Quibusdam laudantium voluptates voluptate accusamus eum odit veritatis nemo perspiciatis.
046.983.175-84,Danilo Alves,Arquivista,False,27,da Conceição,4101,Divorciado,0,384,False,17858.82,Imobiliário,21071.31,6,1.89,10.7,0,4818.54,True,Eletrodomésticos,2024-07-14,2024-11-19,2021-10-31,2024-11-08,15,95736.61,29.02,Em dia,Online,Nesciunt occaecati molestias consequuntur voluptatem a quaerat dolorum corporis sit.
601.957.348-66,Calebe Viana,Educador integrado à saúde pública,True,41,Cardoso,17659,Casado,4,314,False,12343.8,Veículo,40122.53,24,1.48,23.41,10,7936.91,False,Eletrodomésticos,2022-07-10,2024-11-22,2024-03-30,2024-12-29,11,95710.77,16.03,Atrasado,Presencial,Reiciendis voluptas explicabo minus voluptate consequuntur.
037.594.182-79,Sra. Rafaela Cardoso,Despachante,True,69,Nunes,3977,Divorciado,3,541,False,14822.33,Imobiliário,9565.65,24,2.46,12.7,40,7230.4,True,Móveis,2024-04-14,2024-11-22,2021-05-20,2025-01-01,16,45693.19,13.85,Renegociado,Online,Eligendi sapiente accusantium deleniti est aliquam atque quia pariatur iusto minus itaque.
452.860.917-76,Daniel Rocha,Jardineiro,False,24,Cavalcanti de Goiás,11237,Divorciado,1,785,False,37461.53,Imobiliário,46894.01,6,2.61,34.85,0,2363.05,True,Móveis,2022-06-09,2024-12-02,2021-11-13,2024-12-26,1,20934.84,32.1,Atrasado,Telefone,Facilis veniam omnis architecto tempore qui voluptatibus placeat quam dicta magnam quidem consectetur.
435.071.689-01,Laura da Cruz,Cortador de cana-de-açucar,True,39,Fernandes,16268,Casado,3,753,False,25461.24,Imobiliário,30775.15,24,2.34,23.76,20,9243.65,False,Móveis,2022-09-20,2024-11-09,2024-09-15,2024-12-01,16,83673.63,31.73,Renegociado,Online,Eum odit soluta possimus rem eius necessitatibus culpa officia dolore voluptas inventore qui.
502.674.813-90,Isaac Rocha,Técnico em desporto,True,20,Jesus,15649,Solteiro,0,393,False,13319.71,Pessoal,3041.78,24,1.04,18.0,0,5010.8,True,Ferramentas,2024-10-16,2024-11-06,2021-01-22,2024-11-27,6,33799.42,12.33,Em dia,Online,Quam fugiat numquam eius itaque saepe eos maiores atque voluptatem.
097.541.283-32,Felipe Caldeira,Maquinista,True,31,Rezende Verde,7135,Divorciado,4,528,False,11311.98,Veículo,16454.38,36,0.74,20.68,0,110.55,True,Ferramentas,2023-07-13,2024-11-13,2023-01-03,2024-12-16,1,12075.74,43.55,Em dia,Telefone,Praesentium fugit delectus nihil omnis odit placeat fuga.
271.549.038-05,Olivia Fogaça,Perito judicial,False,39,Costela Alegre,2361,Casado,3,714,True,17391.42,Imobiliário,21334.73,6,2.05,20.8,0,7104.75,True,Eletrodomésticos,2022-03-11,2024-11-20,2024-06-30,2025-01-03,9,25460.39,47.15,Em dia,Presencial,Unde reiciendis at molestiae corrupti quod suscipit reprehenderit reprehenderit natus impedit molestias.
281.736.954-82,Maria Cecília Costa,Assessor de imprensa,True,19,Moura Grande,4872,Viúvo,0,509,True,42542.54,Pessoal,7754.8,6,2.1,33.02,40,5164.29,True,Eletrodomésticos,2023-08-17,2024-11-21,2023-06-05,2024-12-27,2,24312.79,28.73,Renegociado,Online,Ut unde doloremque itaque corporis officiis.
730.582.169-12,Augusto Cavalcanti,Técnico em documentação,False,53,Nogueira,15865,Viúvo,4,310,False,17157.81,Imobiliário,11945.43,24,2.21,9.76,0,3920.58,False,Eletrônicos,2022-04-27,2024-11-09,2023-02-27,2024-12-03,16,14233.95,43.73,Renegociado,Presencial,Ipsum magnam neque voluptatem sunt dolorem perspiciatis.
794.853.120-32,Evelyn Cavalcanti,Filósofo,True,60,da Paz,13441,Divorciado,0,430,True,15889.78,Imobiliário,28122.66,24,0.71,7.23,30,516.7,True,Eletrônicos,2023-12-23,2024-11-06,2024-08-09,2024-12-28,16,96574.55,46.14,Renegociado,Presencial,Animi provident recusandae voluptatem et earum reiciendis molestiae odit animi suscipit eligendi iure.
859.732.104-05,Kamilly da Conceição,Analista de sistemas,True,55,Alves,4801,Casado,2,402,True,33155.47,Imobiliário,13111.37,48,1.93,32.35,10,6408.85,False,Eletrodomésticos,2024-02-28,2024-12-03,2021-02-28,2024-11-06,16,65253.98,39.22,Atrasado,Online,Neque praesentium architecto ratione in et dicta minima voluptates soluta molestias.
748.923.051-97,Enzo Gabriel Araújo,Pintor,True,64,Azevedo,5703,Viúvo,4,789,False,47306.01,Veículo,8664.75,6,1.26,11.03,30,715.24,True,Eletrônicos,2022-01-09,2024-11-08,2021-11-15,2024-11-20,13,81988.02,35.25,Renegociado,Online,Placeat sapiente quibusdam iure architecto nesciunt eum nobis nam esse magni non quae.
205.641.938-60,Kevin Nogueira,Governanta,True,66,da Cruz,10977,Divorciado,0,419,True,49689.19,Pessoal,4141.55,24,0.68,16.14,40,7531.06,False,Móveis,2024-01-21,2024-11-06,2023-02-20,2024-11-17,17,50612.02,47.36,Atrasado,Presencial,Cumque repudiandae distinctio ea maiores illum minima similique vero placeat.
863.457.129-73,João Gabriel Gomes,Almirante,True,30,Martins do Sul,8644,Viúvo,2,339,True,9418.13,Pessoal,33897.04,36,1.94,23.49,20,4637.25,False,Ferramentas,2022-04-15,2024-12-04,2023-03-12,2024-11-08,9,16151.91,16.39,Renegociado,Online,Aspernatur dolores id autem beatae occaecati pariatur adipisci sed qui molestias.
569.084.732-10,Rodrigo Nogueira,Regente,False,27,Rocha de Monteiro,18900,Viúvo,3,414,False,44960.14,Imobiliário,20461.64,48,2.7,23.45,0,8720.25,False,Móveis,2024-04-16,2024-11-05,2021-03-14,2024-12-07,9,14750.7,35.52,Em dia,Telefone,Aut unde officia molestiae officia sed quos atque quisquam repellendus ad repudiandae.
203.871.654-44,Raquel Correia,Gerente de vendas,False,54,Nunes,15554,Viúvo,1,813,False,47735.2,Imobiliário,34267.93,6,1.6,16.3,10,7728.9,False,Eletrodomésticos,2021-11-11,2024-11-14,2022-04-15,2024-11-08,18,80712.54,19.56,Em dia,Presencial,Totam harum quis vitae alias blanditiis.
784.021.635-80,Bárbara Correia,Engenheiro de som,True,42,da Rosa de Ramos,9757,Solteiro,1,364,True,4884.86,Veículo,46334.51,24,2.14,14.0,0,4581.78,True,Eletrônicos,2022-12-05,2024-11-13,2023-01-29,2025-01-02,18,69107.03,12.24,Renegociado,Presencial,Nesciunt dolor quod nihil corporis mollitia tempora dolore temporibus maiores ut.
719.650.238-86,Calebe Gomes,Psicomotricista,True,22,Viana dos Dourados,9297,Viúvo,4,828,False,8899.13,Pessoal,9251.29,36,2.6,27.44,0,2801.21,False,Ferramentas,2024-03-09,2024-11-23,2023-02-18,2024-11-27,6,79797.44,33.76,Atrasado,Telefone,Optio non iste aliquid quae aliquid laudantium itaque nostrum similique quos.
504.789.263-83,Sr. Paulo Melo,Dublador,True,22,Freitas,10669,Casado,2,448,False,49282.5,Veículo,16076.63,12,1.9,26.46,20,1182.9,False,Eletrônicos,2024-09-02,2024-11-28,2021-03-30,2024-12-27,14,97457.51,24.66,Em dia,Presencial,Voluptatum deleniti explicabo ipsum reiciendis ipsam qui quisquam.
819.574.302-14,João Guilherme Cardoso,Alpinista,True,41,Mendes da Serra,17649,Viúvo,3,748,False,47062.19,Imobiliário,11606.69,12,2.08,14.0,20,5902.03,False,Ferramentas,2022-07-18,2024-11-10,2021-12-13,2024-12-17,9,15866.2,31.99,Atrasado,Online,Aut eveniet odio placeat quisquam ipsam temporibus facere.
