cpf,nome_completo,profissao,trabalha_com_carteira_assinada,idade,localizacao,renda_mensal,estado_civil,numero_de_dependentes,score_de_credito,inadimplencia_anterior,valor_total_do_credito_em_aberto,tipo_de_credito_utilizado_anteriormente,valor_da_compra_a_credito,numero_de_parcelas,taxa_de_juros_mensal_(%),taxa_de_juros_anual_(%),percentual_de_entrada_(%),valor_da_entrada,compra_com_entrada,tipo_de_produto_ou_servico_adquirido,data_da_compra,data_de_entrega,data_da_ultima_compra,data_da_proxima_parcela,numero_de_compras_a_credito_anteriores,montante_total_ja_financiado,percentual_de_comprometimento_de_renda_(%),status_do_pagamento_atual,canal_de_aquisicao,comentarios_e_historico_de_interacoes,status_pgto_ordem,risco_pagamento,score_ajustado
563.842.170-07,Otávio Castro,Recepcionista,1,32,Cardoso,16635,Divorciado,0,419,1,22892.98,Veículo,49294.43,36,1.99,27.96,10,2809.4,False,Eletrônicos,2023-11-19,2024-11-19,2023-09-22,2024-12-30,9,79598.3,21.05,Atrasado,Online,Nihil maiores deserunt itaque deleniti quasi.,3,0,209.5
650.814.927-01,Carolina Fernandes,Kite-surfer,1,53,Freitas dos Dourados,18087,Viúvo,1,714,0,12390.46,Imobiliário,29171.54,48,0.96,6.5,10,2822.05,True,Eletrônicos,2022-09-15,2024-11-17,2023-02-07,2024-12-28,14,49493.06,34.07,Em dia,Presencial,Sequi est sed enim non quod laudantium ad quibusdam.,1,1,714.0
728.461.350-53,Isabelly Melo,Neurocirurgião,0,28,da Costa de Melo,13867,Divorciado,2,619,1,21054.56,Pessoal,10054.24,6,0.64,9.2,20,9539.28,True,Eletrodomésticos,2022-12-25,2024-11-10,2024-09-04,2024-12-08,5,51848.75,40.36,Atrasado,Presencial,Impedit consectetur dolorem voluptates ullam suscipit porro iusto eum quod non ratione.,3,0,309.5
379.025.164-06,Carlos Eduardo Castro,Técnico em arquivo,1,47,da Mata,10105,Divorciado,3,676,1,34034.45,Veículo,40956.1,6,0.78,27.85,40,1032.06,False,Eletrodomésticos,2021-12-12,2024-11-12,2024-10-22,2024-12-22,6,75993.53,42.33,Renegociado,Presencial,Alias ullam nam quos facere laboriosam dolores omnis sint nihil aspernatur explicabo deserunt ducimus.,2,0,338.0
856.370.421-44,Alana Vieira,Cartunista,1,53,Ramos do Galho,15711,Solteiro,4,735,0,41183.52,Imobiliário,2277.84,48,1.13,29.75,40,8498.02,False,Eletrodomésticos,2024-09-12,2024-12-01,2023-05-13,2025-01-02,18,45743.35,39.75,Atrasado,Telefone,Repellendus nam explicabo a expedita quia quas repellat eum saepe ea quaerat nulla.,3,0,735.0
184.652.937-91,Isaac Moreira,Técnico em agropecuária,0,28,Aragão das Flores,5706,Solteiro,1,350,0,13527.51,Veículo,39619.69,6,2.4,29.02,20,7774.25,True,Ferramentas,2023-01-01,2024-11-15,2024-09-01,2024-12-17,11,42046.45,29.15,Em dia,Online,Dolorum pariatur ullam aliquid laudantium labore amet accusamus doloribus repudiandae.,1,0,350.0
514.387.692-37,Sra. Sofia Souza,Babysitter,1,29,Almeida das Flores,2125,Divorciado,3,837,0,5348.17,Veículo,20329.3,6,1.57,17.82,40,2471.15,True,Ferramentas,2022-08-24,2024-11-15,2024-09-29,2024-11-27,7,15175.19,22.75,Em dia,Presencial,Quaerat eum est molestiae voluptates voluptatibus.,1,1,837.0
790.413.582-50,Isadora Duarte,Babysitter,1,52,Alves,15964,Viúvo,3,565,0,9519.28,Veículo,35179.64,12,1.12,27.37,30,4611.05,False,Eletrodomésticos,2022-11-04,2024-11-17,2023-05-03,2024-12-16,5,1654.37,39.15,Em dia,Presencial,Nobis ratione molestias debitis rem ad distinctio fugit quisquam.,1,1,565.0
843.165.270-53,Emilly da Rocha,Engenheiro de ergonomia,0,51,Martins,3291,Divorciado,3,769,0,11061.76,Pessoal,18948.44,12,0.85,10.07,30,18.59,False,Móveis,2024-10-11,2024-11-27,2022-04-01,2024-11-27,9,46154.49,18.3,Renegociado,Presencial,Dolores fuga reprehenderit mollitia placeat eius.,2,1,769.0
365.709.418-01,Joana Carvalho,Plastimodelista,1,67,da Costa Paulista,5804,Viúvo,1,364,1,35070.52,Veículo,1925.86,12,1.77,28.03,0,5737.14,True,Móveis,2023-10-01,2024-11-12,2024-08-12,2024-12-27,5,16389.15,41.24,Atrasado,Telefone,Optio modi accusamus hic culpa praesentium.,3,0,182.0
926.017.584-49,Cauê Costa,Despachante,1,40,Martins,19688,Solteiro,2,721,1,24506.01,Imobiliário,3552.02,24,2.15,7.91,0,7539.25,True,Móveis,2021-11-08,2024-11-09,2022-10-09,2024-11-28,7,92045.14,24.7,Em dia,Presencial,Voluptas fugit porro quae dignissimos dignissimos dolores.,1,0,360.5
280.417.536-71,Nicolas da Mota,Ombudsman,1,49,da Paz de Moraes,15660,Divorciado,0,827,1,48895.04,Pessoal,3952.52,48,1.32,32.34,40,3104.67,True,Ferramentas,2024-08-11,2024-12-01,2021-07-07,2024-11-16,2,10886.41,17.01,Em dia,Telefone,Consequatur animi deleniti voluptates error sed magnam magni amet quisquam inventore.,1,0,413.5
860.592.731-30,Thales Porto,Transcritor,1,56,da Mota,9974,Viúvo,2,626,0,16505.82,Imobiliário,30069.9,48,1.48,17.18,40,2335.21,True,Móveis,2022-01-12,2024-11-29,2024-05-15,2024-12-25,11,51603.22,36.15,Renegociado,Presencial,Magni vitae nam voluptatibus aliquam cumque.,2,1,626.0
978.163.520-77,Breno Viana,Harpista,1,67,da Rocha,1663,Divorciado,0,755,0,19711.21,Pessoal,31233.14,24,2.66,32.42,40,8845.23,False,Eletrônicos,2024-03-28,2024-11-22,2023-05-17,2024-11-22,2,1906.61,31.45,Em dia,Presencial,Nobis nostrum molestiae quam possimus suscipit eligendi.,1,1,755.0
984.152.370-14,Heloísa Jesus,Economista doméstico,0,53,da Mata do Campo,12558,Viúvo,3,728,1,12456.61,Parcelamento em Loja,28195.16,6,2.98,9.78,20,264.37,True,Móveis,2023-09-12,2024-11-25,2023-02-10,2024-12-27,10,40497.35,44.65,Atrasado,Presencial,Aspernatur dicta sequi corporis harum aut excepturi eius.,3,0,364.0
368.105.729-02,Sra. Sophie da Paz,Médico cirurgião,1,27,Teixeira,9005,Divorciado,0,327,1,20016.56,Parcelamento em Loja,24264.24,6,2.12,19.93,0,3061.45,True,Móveis,2024-03-22,2024-11-24,2023-08-28,2024-12-05,11,3774.77,40.84,Atrasado,Telefone,Natus exercitationem reiciendis dolores omnis beatae omnis adipisci voluptatibus reiciendis.,3,0,163.5
219.345.076-52,Rebeca da Costa,Ufólogo,1,42,Costela,17588,Divorciado,3,653,0,28854.96,Imobiliário,26175.05,12,1.99,14.54,0,9133.74,True,Eletrodomésticos,2024-10-31,2024-11-25,2023-04-05,2024-12-14,10,70225.38,35.46,Em dia,Presencial,Corporis et nobis iusto ab labore earum quae.,1,1,653.0
172.460.389-22,Cauê da Mota,Ferroviário,0,49,Campos Alegre,6993,Viúvo,0,571,0,22361.46,Imobiliário,14567.09,24,0.83,12.21,10,8481.07,True,Ferramentas,2023-12-03,2024-12-02,2021-10-05,2024-11-07,12,21867.43,27.59,Renegociado,Online,Laboriosam praesentium ratione sint perspiciatis perspiciatis consequuntur odit deserunt.,2,0,571.0
506.139.248-51,Maria Clara Fernandes,Infectologista,1,34,Dias do Oeste,11274,Solteiro,4,460,1,37499.01,Pessoal,40124.47,12,2.59,20.43,20,7611.68,False,Móveis,2022-10-30,2024-11-21,2022-10-03,2024-12-07,4,18079.56,24.54,Em dia,Online,Quibusdam enim quia reprehenderit nemo quas nemo in recusandae rem voluptatum.,1,0,230.0
624.310.895-33,Isabel Moreira,Porteiro,1,29,Jesus,18549,Casado,2,631,0,5965.8,Pessoal,17885.92,12,0.84,18.27,40,6383.71,True,Eletrodomésticos,2022-01-17,2024-11-19,2022-08-27,2024-11-27,2,65636.04,37.46,Renegociado,Presencial,Sit debitis eveniet quis fugiat a doloremque.,2,1,631.0
430.567.928-00,Marina Costa,Estilista,0,30,Pereira,19856,Solteiro,2,361,0,20720.85,Pessoal,39543.31,24,2.73,32.23,10,8569.3,True,Móveis,2023-01-24,2024-11-08,2021-07-30,2024-12-30,9,95026.87,34.51,Atrasado,Online,Consequuntur fugit qui error consectetur laborum.,3,0,361.0
635.820.197-21,Ana Clara Rocha,Tecelão,0,25,Dias do Oeste,6404,Casado,0,400,0,24418.9,Veículo,34192.66,6,1.48,23.57,40,3017.29,False,Eletrônicos,2023-05-24,2024-11-16,2023-06-12,2024-12-18,14,60630.42,33.99,Em dia,Telefone,Tenetur ab tenetur maxime aliquid unde amet dolores id dolores repudiandae fuga consectetur.,1,0,400.0
486.927.531-73,Marcela Santos,Engenheiro civil,1,41,Araújo Grande,14414,Casado,1,390,0,14560.03,Pessoal,23400.27,6,2.43,14.87,20,9272.97,False,Ferramentas,2022-03-22,2024-11-12,2024-05-27,2024-11-07,3,6088.55,17.73,Em dia,Online,Suscipit assumenda odio eaque ab molestias blanditiis similique nesciunt nihil voluptates animi.,1,0,390.0
367.124.985-46,Davi Luiz Freitas,Peixeiro,1,39,Costa de Nascimento,17074,Divorciado,1,341,0,42762.99,Parcelamento em Loja,43558.37,24,1.08,26.8,40,729.28,False,Ferramentas,2024-05-22,2024-11-28,2024-03-23,2024-12-22,12,59940.87,49.38,Atrasado,Presencial,Odit corporis consequatur non excepturi porro quisquam itaque fuga.,3,0,341.0
956.810.734-75,Srta. Evelyn Barbosa,Engenheiro físico,1,61,Pires,16781,Viúvo,2,563,0,24717.91,Parcelamento em Loja,24603.33,36,2.48,8.69,40,7619.16,False,Eletrônicos,2023-05-29,2024-11-08,2022-09-27,2025-01-01,1,74675.11,33.81,Renegociado,Online,Possimus facilis similique nemo repudiandae voluptas aliquam numquam modi aliquam sint.,2,1,563.0
136.724.089-13,Ana Carolina da Mota,Fundidor,1,33,Nascimento,11614,Solteiro,1,499,0,19154.75,Pessoal,35860.03,6,2.27,16.15,10,8217.7,True,Eletrodomésticos,2023-10-14,2024-11-20,2022-01-12,2024-12-27,17,51823.76,21.22,Renegociado,Presencial,Expedita repellendus laudantium eos eum repellat voluptatem nihil consequatur eum quia.,2,0,499.0
012.346.958-98,Sra. Luna Teixeira,Timoneiro,1,61,Porto,18285,Solteiro,0,511,0,36863.3,Pessoal,41459.98,48,1.28,28.65,20,4630.71,False,Ferramentas,2023-11-08,2024-11-07,2022-03-10,2024-12-16,15,11450.78,12.55,Renegociado,Online,Eligendi eligendi eveniet maiores commodi accusamus natus quaerat nisi expedita expedita distinctio suscipit.,2,0,511.0
351.409.627-99,Ana Julia da Cunha,Pintor,1,22,Nunes de da Paz,16392,Divorciado,4,356,0,30995.01,Imobiliário,40870.39,12,1.06,16.93,10,7997.87,True,Ferramentas,2024-02-28,2024-11-26,2021-12-14,2024-12-14,8,30714.29,37.3,Em dia,Online,Quis id illo sint nisi placeat corrupti laudantium libero.,1,0,356.0
902.536.841-70,Sophia Silva,Ortopedista,0,25,Nascimento,14985,Casado,0,844,1,44696.07,Imobiliário,40242.41,12,2.46,7.7,0,5571.71,True,Eletrônicos,2022-07-17,2024-11-24,2023-06-04,2024-11-16,20,44500.79,16.89,Renegociado,Online,Praesentium fugit doloremque repellat aut in consequuntur molestiae adipisci ab.,2,0,422.0
309.418.267-40,Maria Eduarda Nogueira,Cadista,1,28,Carvalho,5343,Divorciado,2,798,0,7640.6,Pessoal,15366.22,24,2.64,11.34,40,6150.28,True,Eletrônicos,2023-06-07,2024-11-25,2021-10-03,2024-12-19,19,39525.16,12.31,Renegociado,Telefone,Sint culpa in ullam accusamus deserunt reiciendis aperiam magnam ad fugiat.,2,1,798.0
214.639.580-05,Maria Fogaça,Assistente administrativo,1,51,Santos,10565,Casado,3,370,0,2294.72,Imobiliário,6594.92,36,2.92,17.97,30,7796.32,True,Eletrodomésticos,2024-08-24,2024-11-12,2024-10-13,2024-12-21,6,84320.08,31.12,Atrasado,Presencial,Perspiciatis architecto dolorem quas veritatis incidunt repellat et.,3,0,370.0
801.942.573-04,Diego Almeida,Gourmet,0,40,da Cruz,4348,Viúvo,0,628,1,46347.38,Pessoal,26338.2,36,2.76,13.34,10,9317.03,True,Eletrodomésticos,2023-06-04,2024-11-25,2023-12-19,2024-11-10,16,36838.84,27.81,Renegociado,Presencial,Expedita ipsam aperiam consectetur ducimus asperiores.,2,0,314.0
397.840.251-32,Murilo da Rosa,Letrista,1,43,Costa,6517,Divorciado,4,690,0,36664.05,Parcelamento em Loja,26902.88,36,1.58,22.85,40,127.69,True,Ferramentas,2024-03-09,2024-11-27,2024-03-29,2024-12-14,14,76922.95,26.32,Atrasado,Online,Nihil esse necessitatibus animi fugiat eaque quia distinctio perspiciatis.,3,0,690.0
819.425.067-67,Pietra Alves,Transcritor,1,31,Moraes de Lopes,15506,Casado,4,695,1,9725.99,Veículo,17550.78,12,2.04,28.6,10,3334.08,False,Móveis,2024-02-23,2024-11-06,2024-02-16,2024-12-23,2,31281.0,31.18,Atrasado,Presencial,Possimus voluptates iusto amet quam commodi ut aspernatur officia minima.,3,0,347.5
847.396.152-82,Laís Santos,Salgadeira,1,30,da Mota do Oeste,14245,Viúvo,1,365,0,36631.25,Pessoal,42754.1,24,2.58,10.12,0,8963.96,False,Eletrônicos,2022-06-19,2024-11-21,2024-05-26,2024-11-27,15,27495.06,41.66,Em dia,Telefone,Minus ipsa quia error quaerat neque inventore harum commodi doloremque sunt quae libero.,1,0,365.0
709.826.354-00,Dra. Marcela Ferreira,Oceanógrafo,1,41,Santos,17555,Viúvo,3,360,1,24445.18,Pessoal,21465.0,36,2.45,31.93,40,3570.9,True,Eletrônicos,2023-03-18,2024-11-22,2020-12-06,2024-12-14,5,49304.0,13.23,Renegociado,Telefone,Perferendis itaque molestias ab placeat aliquid delectus doloribus quia laboriosam labore quasi molestiae doloribus.,2,0,180.0
356.248.071-71,Enzo Gabriel Gonçalves,Entalhador,1,27,Rocha Paulista,16937,Casado,4,682,0,46705.83,Imobiliário,23023.17,24,1.08,27.45,40,7226.09,True,Eletrônicos,2024-07-25,2024-11-10,2021-09-05,2024-12-25,2,47195.7,19.14,Renegociado,Telefone,Rem aut delectus ad facere laborum.,2,1,682.0
341.952.086-70,Sra. Maria Clara Costa,Baixista,1,46,Ramos,11122,Solteiro,3,334,0,45662.07,Veículo,47233.21,6,2.16,7.76,0,4500.89,True,Eletrodomésticos,2023-04-27,2024-11-19,2022-07-28,2024-11-19,3,51223.98,18.0,Em dia,Online,Deleniti repellendus porro nobis laboriosam ratione consequatur natus.,1,0,334.0
758.142.690-49,Enzo Gabriel Barbosa,Designer de produto ou desenhista industrial,0,65,Almeida,17775,Viúvo,1,472,1,36228.46,Imobiliário,8747.73,6,2.63,12.59,30,3259.73,True,Eletrodomésticos,2023-07-30,2024-11-16,2022-02-07,2024-11-06,2,55302.51,36.12,Atrasado,Online,Enim aliquam sit ullam eum quis repellendus vel tempore itaque nulla.,3,0,236.0
738.512.604-90,Eduarda Gonçalves,Cientista político,1,24,Peixoto das Flores,14252,Viúvo,1,516,0,7712.25,Pessoal,26645.25,6,2.75,27.87,0,2382.98,True,Ferramentas,2022-08-02,2024-11-28,2022-06-11,2024-12-10,17,18623.73,48.31,Renegociado,Presencial,Officiis ea ipsa ullam numquam quae dolore modi excepturi consequuntur consequatur placeat accusantium.,2,1,516.0
352.608.471-80,Pedro Miguel da Conceição,Peão de rodeiro,0,36,Moraes,4806,Viúvo,1,561,1,37966.07,Parcelamento em Loja,11266.24,36,1.92,30.04,40,4654.41,False,Móveis,2024-04-24,2024-11-28,2024-02-18,2024-11-05,4,9399.77,41.65,Renegociado,Telefone,Dolorum voluptatibus aperiam nulla dolorem reiciendis maiores.,2,0,280.5
908.632.415-06,Daniel Fogaça,Empregado doméstico,0,34,Lima de Minas,9532,Casado,0,368,0,15062.21,Imobiliário,33614.95,36,1.39,7.22,20,6826.95,True,Eletrodomésticos,2023-07-22,2024-11-24,2023-02-14,2024-12-11,15,96246.02,33.17,Atrasado,Telefone,Consequuntur vero libero architecto nihil corrupti non reiciendis laboriosam.,3,0,368.0
724.319.506-70,Pedro Farias,Filósofo,0,53,Jesus de Goiás,17301,Solteiro,4,552,0,36258.89,Pessoal,10972.65,12,2.77,21.62,40,8080.81,True,Móveis,2023-06-06,2024-12-03,2022-10-28,2024-12-27,6,50670.86,14.56,Em dia,Online,Similique eveniet eaque exercitationem tempore animi unde eum necessitatibus non.,1,1,552.0
780.423.169-50,Luiz Otávio Correia,Prático,1,20,Nogueira,17099,Viúvo,4,604,0,18399.81,Imobiliário,6994.69,36,2.23,15.26,10,7455.98,False,Eletrodomésticos,2023-11-01,2024-11-15,2024-10-15,2024-11-18,5,90752.31,46.59,Atrasado,Presencial,Dicta vero commodi a rerum ratione.,3,0,604.0
875.906.134-01,Pietro Monteiro,Diplomata,1,36,Aragão de Freitas,19014,Divorciado,2,466,1,28963.37,Imobiliário,29535.57,12,0.93,21.94,20,8182.18,True,Eletrodomésticos,2023-04-28,2024-11-24,2021-03-26,2024-11-13,18,55944.07,42.0,Em dia,Presencial,Distinctio culpa quo inventore numquam quod totam laudantium iusto.,1,0,233.0
594.172.638-46,Maria Moura,Cartunista,1,26,Barbosa Grande,14530,Divorciado,1,848,1,31404.15,Imobiliário,30188.72,48,1.57,23.28,40,9819.81,False,Ferramentas,2023-02-02,2024-11-25,2024-07-25,2024-11-21,2,21289.53,32.55,Atrasado,Telefone,Dignissimos asperiores suscipit magni vero veritatis illo error.,3,0,424.0
958.137.642-91,Sr. Thales Vieira,Instrutor,1,64,da Luz,2737,Divorciado,4,502,1,39502.86,Veículo,23243.33,48,1.22,35.26,0,4173.4,False,Móveis,2022-06-22,2024-11-16,2023-04-27,2024-11-22,16,98564.08,18.34,Atrasado,Telefone,Adipisci rem a nam amet fugiat alias nostrum cumque magnam esse occaecati.,3,0,251.0
564.317.920-25,Thiago Cunha,Viveirista,0,50,Costela,8983,Casado,2,490,0,13291.66,Pessoal,1864.9,12,2.45,8.08,20,2262.43,True,Eletrodomésticos,2024-09-14,2024-11-18,2021-05-03,2024-11-26,4,42331.72,49.8,Em dia,Telefone,Quas alias labore provident quas consequatur libero.,1,0,490.0
143.875.902-97,Mariana Gonçalves,Cirurgião bucal,1,35,Cunha,9576,Casado,4,567,0,25476.29,Pessoal,29915.7,48,1.02,14.99,40,3616.64,True,Eletrônicos,2023-12-13,2024-11-16,2024-03-26,2024-12-08,19,70352.31,44.45,Em dia,Online,Perferendis sit labore quis magni incidunt.,1,0,567.0
702.361.945-34,Sr. Pedro Lucas Alves,Apicultor,0,67,Azevedo de Caldeira,5878,Viúvo,3,674,0,36461.41,Pessoal,43516.49,6,0.66,20.8,10,5738.98,True,Ferramentas,2024-09-19,2024-12-04,2023-10-19,2024-12-06,13,71248.47,42.9,Atrasado,Presencial,Consequuntur necessitatibus a unde rerum accusamus aliquam provident deleniti magni voluptatem.,3,0,674.0
480.371.569-66,Sr. Thomas Freitas,Endocrinologista,1,70,Gonçalves,1906,Divorciado,4,380,0,4933.48,Parcelamento em Loja,45750.58,36,1.32,26.16,30,323.5,False,Ferramentas,2024-02-25,2024-11-13,2021-05-20,2024-11-20,1,15717.41,43.06,Em dia,Presencial,Sunt recusandae veniam quas eligendi ipsum et laborum nesciunt autem unde.,1,0,380.0
719.526.483-19,Fernando Aragão,Tintureiro,1,26,Peixoto da Serra,13912,Solteiro,4,770,0,12672.66,Imobiliário,36244.21,48,1.53,26.1,10,450.63,True,Móveis,2023-07-31,2024-11-21,2024-09-04,2024-11-13,13,72238.05,44.62,Atrasado,Presencial,Praesentium necessitatibus laborum nemo molestiae eius voluptatum ratione ducimus totam magni alias qui.,3,0,770.0
506.824.197-02,Mirella Cavalcanti,Mecânico,1,23,da Luz da Serra,9353,Viúvo,0,385,0,32581.94,Pessoal,48549.03,48,0.8,15.44,10,6522.86,True,Eletrodomésticos,2023-05-18,2024-11-12,2021-01-27,2024-12-13,1,49179.88,22.99,Renegociado,Telefone,Repellendus accusamus eligendi praesentium optio corporis impedit sit eos consectetur.,2,0,385.0
458.793.601-48,Dra. Olivia Nascimento,Tapeceiro,0,61,da Mata,3434,Viúvo,1,763,0,49485.28,Pessoal,20694.09,24,1.27,8.72,10,1866.88,False,Ferramentas,2023-09-06,2024-12-04,2021-10-27,2024-12-10,2,74004.87,26.52,Renegociado,Presencial,Voluptate ducimus fugit consectetur culpa molestias provident sunt.,2,1,763.0
947.516.283-64,Eloah Vieira,Metalúrgico,1,68,Correia da Serra,13722,Viúvo,3,497,0,26386.06,Parcelamento em Loja,20244.32,12,2.63,21.23,10,7673.63,False,Móveis,2022-03-19,2024-11-20,2023-12-24,2024-11-06,17,56704.81,49.23,Renegociado,Telefone,Optio tenetur eveniet enim ut dolorem.,2,0,497.0
192.786.435-64,Leonardo das Neves,Capelão,1,33,Sales,17373,Viúvo,3,391,0,25442.11,Veículo,28433.7,36,1.0,35.92,40,6870.99,True,Móveis,2024-05-28,2024-12-03,2023-10-28,2024-12-07,6,75227.91,34.89,Atrasado,Presencial,A asperiores placeat ipsa praesentium ullam.,3,0,391.0
469.327.810-69,Dr. Emanuel Novaes,Agrimensor,0,32,Lima,7061,Divorciado,0,554,0,18512.45,Veículo,25233.19,12,0.59,27.02,0,2391.19,True,Ferramentas,2022-12-03,2024-11-23,2023-02-11,2024-12-27,18,31119.14,12.92,Renegociado,Presencial,Consequuntur deserunt nihil minus totam vel error repudiandae.,2,1,554.0
209.517.834-32,Levi Dias,Optometrista,1,57,Moura Paulista,8067,Viúvo,3,410,1,7575.8,Veículo,12120.6,6,2.16,24.31,30,494.12,True,Ferramentas,2022-06-06,2024-11-09,2024-06-28,2024-12-18,13,68431.98,16.06,Atrasado,Telefone,Exercitationem quaerat quia possimus aperiam maiores magnam consequuntur.,3,0,205.0
618.034.957-66,Dra. Larissa Moura,Angiologista,1,68,Araújo do Sul,6936,Solteiro,0,798,1,48710.99,Parcelamento em Loja,5643.22,48,1.77,9.1,10,3652.16,False,Eletrodomésticos,2023-04-05,2024-11-09,2021-04-29,2024-11-15,6,17457.51,18.48,Em dia,Presencial,Dignissimos minima molestias laboriosam ex molestias sed.,1,0,399.0
819.247.065-20,Lucca Carvalho,Engenheiro mecânico,1,41,Araújo do Amparo,3660,Casado,1,750,1,24895.24,Veículo,8087.0,6,2.18,20.04,0,3826.46,False,Eletrodomésticos,2023-05-16,2024-11-08,2023-03-25,2024-11-30,4,29660.52,14.48,Em dia,Telefone,Harum amet possimus voluptates dicta quam.,1,0,375.0
438.527.106-26,Carolina Ramos,Engraxate,0,34,da Conceição,17107,Solteiro,3,442,0,16521.55,Parcelamento em Loja,4466.52,48,0.65,11.95,20,8779.42,True,Móveis,2024-08-03,2024-11-08,2022-11-19,2024-12-14,8,30471.36,29.33,Atrasado,Telefone,Odit id iusto voluptatem nobis voluptas voluptas hic quidem eveniet incidunt ipsam earum.,3,0,442.0
095.623.471-25,Davi da Mota,Protesista,1,27,Barbosa da Prata,4697,Casado,2,830,0,44244.15,Veículo,8670.75,48,1.1,24.18,30,2143.19,True,Ferramentas,2023-10-30,2024-11-05,2022-07-11,2024-12-30,15,82066.24,33.92,Renegociado,Telefone,Deserunt perspiciatis dolores a numquam ullam culpa hic blanditiis saepe.,2,1,830.0
872.541.396-19,Luiza da Mata,Jogador de futebol,0,48,Souza da Serra,8685,Viúvo,1,328,0,16113.79,Parcelamento em Loja,6038.51,48,1.85,22.33,30,322.27,False,Móveis,2023-10-06,2024-11-12,2024-09-17,2024-11-19,18,80838.4,42.2,Atrasado,Online,Nemo consequuntur assumenda id ab in.,3,0,328.0
894.237.105-14,Esther Aragão,Ferramenteiro,0,48,Castro,5836,Divorciado,2,585,0,12716.09,Veículo,27666.63,36,2.26,11.71,0,8250.68,False,Móveis,2024-02-20,2024-12-01,2023-08-11,2024-11-12,10,75953.57,19.54,Em dia,Presencial,Tempore quasi placeat illo eius libero unde veniam eum quibusdam.,1,1,585.0
456.217.039-52,Davi Lucca da Luz,Baterista,1,33,Monteiro,19064,Solteiro,0,588,0,12728.75,Parcelamento em Loja,12596.87,6,1.63,34.17,30,7500.66,False,Eletrodomésticos,2024-09-26,2024-11-25,2023-04-26,2024-12-25,18,48867.72,48.3,Renegociado,Telefone,Suscipit explicabo voluptatibus cupiditate iusto earum ab harum ipsum maxime.,2,1,588.0
547.803.619-66,Nina da Mota,Astrólogo,0,41,Carvalho,6382,Casado,3,701,0,5370.87,Pessoal,16931.95,36,1.4,16.49,20,1104.02,False,Eletrônicos,2022-07-18,2024-11-28,2023-11-16,2024-11-21,4,87051.35,25.43,Atrasado,Online,Repellat sequi enim animi architecto fugit ducimus autem cupiditate ducimus esse.,3,0,701.0
643.908.251-51,Danilo Cardoso,Enólogo,1,49,Campos do Campo,17156,Viúvo,0,619,0,28815.95,Pessoal,36682.27,12,2.53,6.47,10,6870.84,True,Eletrônicos,2022-01-10,2024-11-09,2023-12-25,2024-11-12,11,21018.03,17.38,Atrasado,Telefone,Quo nihil iusto eos corporis sed.,3,0,619.0
869.173.405-10,Elisa Ramos,Relações públicas,1,47,Rezende de Peixoto,8836,Solteiro,0,641,0,2593.81,Veículo,24731.18,48,1.2,24.62,30,8811.85,True,Móveis,2023-04-22,2024-11-12,2024-04-26,2024-12-30,20,90624.19,41.31,Atrasado,Telefone,Dicta illo modi incidunt maiores doloremque et iusto.,3,0,641.0
163.482.579-91,Juliana Castro,Jogador de futebol,0,19,Cunha de Almeida,1850,Casado,1,343,0,24269.96,Pessoal,11887.51,12,1.14,12.76,30,6146.8,False,Ferramentas,2023-12-31,2024-11-07,2021-06-03,2024-11-18,15,64182.52,19.75,Renegociado,Online,Quas iste vero illum aliquid numquam.,2,0,343.0
631.792.045-16,Dra. Beatriz Alves,Operador de bombas,1,19,Ribeiro do Amparo,11004,Solteiro,3,785,1,26223.3,Pessoal,42892.24,6,2.59,25.45,20,4545.14,True,Eletrônicos,2024-07-03,2024-11-05,2021-01-26,2024-12-06,14,63088.16,27.13,Atrasado,Presencial,Culpa distinctio officia aperiam aliquid possimus quasi molestiae quasi.,3,0,392.5
974.583.160-39,Ana Luiza Nascimento,Agente penitenciário,1,58,Costela Alegre,8490,Divorciado,2,341,0,14108.59,Parcelamento em Loja,39294.06,6,2.42,33.46,20,9694.4,False,Eletrônicos,2022-06-18,2024-11-27,2023-01-18,2024-12-30,17,24806.08,17.27,Em dia,Presencial,Adipisci non sit quia distinctio pariatur accusamus quo.,1,0,341.0
208.179.456-01,Alexia Correia,Jogador de bocha,1,69,Castro do Amparo,19267,Solteiro,0,310,0,44417.93,Pessoal,17258.36,6,0.73,25.3,10,4409.93,True,Eletrodomésticos,2024-05-23,2024-11-13,2021-08-11,2024-12-13,15,76847.11,48.06,Em dia,Presencial,Reprehenderit labore laborum sapiente reprehenderit nemo.,1,0,310.0
031.798.642-22,Vitor Hugo Barbosa,Jogador de futebol,0,41,da Paz de Costela,16402,Divorciado,4,305,0,29470.65,Pessoal,39757.96,6,1.52,28.72,20,198.22,True,Móveis,2023-04-19,2024-11-06,2023-02-20,2024-12-19,19,81692.38,34.82,Em dia,Telefone,Consequatur earum voluptatibus nam autem facere non minima error totam iure explicabo.,1,0,305.0
475.380.296-56,Felipe Cardoso,Médico cirurgião,1,39,Silva,16378,Viúvo,0,691,0,15615.08,Imobiliário,36506.2,12,0.94,26.02,30,150.01,True,Eletrodomésticos,2024-02-22,2024-11-11,2024-07-27,2025-01-01,18,51646.07,18.85,Atrasado,Presencial,Quibusdam laudantium voluptates voluptate accusamus eum odit veritatis nemo perspiciatis.,3,0,691.0
